Country Name,City Name,Overall AQI,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Volatile_Organic_Compounds ,Sulfur_Dioxide,Emissions,Overall AQI Level
Poland,Lancut,98,1,Good,35,Good,2,,98,Moderate,250.14382,6.667459158,Good,Moderate
United States of America,Destin,31,0,Good,31,Good,0,GO,25,Good,70.74083969,2.582071139,Good,Good
Egypt,Esna,166,1,Good,37,Good,1,GO,166,Unhealthy,405.6881167,1.175944579,Good,Unhealthy
Syrian Arab Republic,Manbij,71,1,Good,42,Good,0,GO,71,Moderate,162.1564413,6.473475307,Good,Moderate
,Napier,27,0,Good,27,Good,0,GO,15,Good,57.70851232,4.548698642,Good,Good
India,Multai,162,2,Good,14,Good,9,GO,162,Unhealthy,397.7904943,26.25386746,Good,Unhealthy
Russian Federation,Novokuznetsk,46,1,Good,21,Good,13,GO,46,Good,131.2296937,21.28445476,Good,Good
Italy,Tivoli,55,1,Good,55,Moderate,0,GO,51,Moderate,133.3701648,-2.169493425,Moderate,Moderate
France,Guebwiller,32,1,Good,31,Good,1,GO,32,Good,68.43033544,5.918210622,Good,Good
Mexico,Santa Catarina,86,2,Good,5,Good,10,,86,Moderate,215.2149462,23.01758055,Good,Moderate
Brazil,Palmeiras De Goias,33,1,Good,27,Good,0,GO,33,Good,94.43517664,-1.071117796,Good,Good
,Liepaja,34,1,Good,34,Good,0,GO,27,Good,87.14201273,-7.446811024,Good,Good
Switzerland,Winterthur,43,1,Good,25,Good,2,GO,43,Good,128.818569,8.294334121,Good,Good
Germany,Ohringen,64,1,Good,54,Moderate,0,,64,Moderate,155.4807115,4.861147227,Moderate,Moderate
Netherlands,Axel,58,1,Good,36,Good,4,GO,58,Moderate,150.3956972,1.120136056,Good,Moderate
Brazil,Buerarema,43,1001.368367,Good,7,Good,3,GO,43,Good,103.5120019,12.34277866,Good,Good
France,Acheres,67,1001.368367,Good,22,Good,5,GO,67,Moderate,168.2552408,11.78521615,Good,Moderate
Poland,Grodzisk Mazowiecki,34,1,Good,34,Good,1,GO,29,Good,87.40299547,3.137979436,Good,Good
Russian Federation,Vyksa,29,1,Good,29,Good,0,GO,19,Good,60.03331172,2.268809826,Good,Good
Brazil,Pilar,39,1,Good,15,Good,2,,39,Good,112.949805,8.424852345,Good,Good
Belgium,Lede,42,1,Good,28,Good,4,GO,42,Good,94.84255885,11.90228402,Good,Good
India,Vijapur,158,1001.368367,Good,35,Good,0,GO,158,Unhealthy,391.8598933,2.188902999,Good,Unhealthy
India,Vada,152,1,Good,29,Good,1,GO,152,Unhealthy,391.6833323,4.269965533,Good,Unhealthy
Brazil,Sao Sebastiao,66,2,Good,,Good,7,GO,66,Moderate,167.7168157,22.90635006,Good,Moderate
United Republic of Tanzania,Katerero,40,1,Good,18,Good,0,GO,40,Good,99.98215807,-3.995376588,Good,Good
Brazil,Cha Grande,49,1,Good,,Good,4,GO,49,Good,130.6140835,7.81171097,Good,Good
Iran (Islamic Republic of),Minab,154,1,Good,117,Unhealthy for Sensitive Groups,0,GO,154,Unhealthy,383.0966188,5.018231831,Unhealthy for Sensitive Groups,Unhealthy
Uruguay,Bella Union,23,0,Good,16,Good,0,,23,Good,66.32988985,3.006629838,Good,Good
Liberia,Zwedru,17,0,Good,17,Good,0,GO,16,Good,31.69773744,0.847352942,Good,Good
Spain,Jaen,36,1,Good,17,Good,3,GO,36,Good,89.77276979,12.25609207,Good,Good
United States of America,Taylor,29,1,Good,20,Good,2,GO,29,Good,94.02913051,8.014009323,Good,Good
Italy,Milan,67,1,Good,37,Good,4,GO,67,Moderate,165.3637111,7.349562086,Good,Moderate
India,Dattapur,153,0,Good,29,Good,0,GO,153,Unhealthy,402.7312408,-3.827646948,Good,Unhealthy
Russian Federation,Kozmodemyansk,33,1,Good,,Good,0,GO,29,Good,67.57131295,5.88918582,Good,Good
Sri Lanka,Chavakachcheri,55,0,Good,26,Good,0,,55,Moderate,137.7054059,-6.202905197,Good,Moderate
Turkey,Yakuplu,36,1,Good,36,Good,1,GO,35,Good,86.64072327,2.969247199,Good,Good
,Kanniyakumari,53,0,Good,25,Good,0,GO,53,Moderate,137.3525228,-3.107342335,Good,Moderate
United States of America,Hasbrouck Heights,53,1,Good,,Good,4,GO,53,Moderate,131.6165994,12.16038861,Good,Moderate
Italy,Aprilia,90,1,Good,46,Good,0,GO,90,Moderate,237.2192125,-2.052562616,Good,Moderate
United States of America,Harvey,59,1,Good,19,Good,7,GO,59,Moderate,156.0905509,15.47090441,Good,Moderate
Brazil,Euclides Da Cunha,13,0,Good,11,Good,1,GO,13,Good,47.33852344,7.539329344,Good,Good
Czechia,Susice,59,1,Good,33,Good,2,GO,59,Moderate,129.5870719,2.59455217,Good,Moderate
Italy,Conegliano,69,1,Good,39,Good,2,GO,69,Moderate,185.5331604,9.950148209,Good,Moderate
Brazil,Luziania,43,1,Good,10,Good,2,GO,43,Good,117.6352137,11.90730515,Good,Good
Spain,Elgoibar,32,0,Good,32,Good,0,GO,21,Good,66.74633683,2.273632126,Good,Good
Georgia,Senaki,33,1,Good,33,Good,0,GO,26,Good,55.54481852,1.518617701,Good,Good
Lithuania,Radviliskis,33,1,Good,33,Good,0,GO,24,Good,46.96860324,-0.4504723,Good,Good
United States of America,Citrus Heights,67,2,Good,9,Good,22,GO,67,Moderate,184.8953775,41.07036307,Good,Moderate
United States of America,Yazoo City,50,1001.368367,Good,19,Good,3,GO,50,Good,127.3796478,10.41569925,Good,Good
Japan,Nagoya,59,1,Good,52,Moderate,3,GO,59,Moderate,174.7032186,13.91672494,Moderate,Moderate
Pakistan,Raja Jang,163,3,Good,163,Unhealthy,1,GO,161,Unhealthy,414.1113801,-0.449091884,Unhealthy,Unhealthy
Brazil,Sapucaia,103,4,Good,7,Good,11,,103,Unhealthy for Sensitive Groups,260.8161508,24.01079994,Good,Unhealthy for Sensitive Groups
Costa Rica,San Isidro,52,2,Good,3,Good,12,GO,52,Moderate,143.1585351,21.56359972,Good,Moderate
,Oxelosund,29,1,Good,29,Good,0,GO,9,Good,15.45691067,7.005508473,Good,Good
Belarus,Gomel,65,1,Good,36,Good,1,GO,65,Moderate,179.7180468,8.746360956,Good,Moderate
India,Maksi,205,2,Good,31,Good,3,GO,205,Very Unhealthy,504.7993891,14.49242516,Good,Very Unhealthy
United States of America,Pikesville,53,1,Good,44,Good,4,GO,53,Moderate,147.1627874,14.63479753,Good,Moderate
Russian Federation,Barabinsk,39,1,Good,39,Good,0,GO,35,Good,95.91825214,8.457522028,Good,Good
Mexico,San Pablo De Las Salinas,211,2,Good,38,Good,5,GO,211,Very Unhealthy,530.4437215,9.012649301,Good,Very Unhealthy
India,Babina,169,2,Good,97,Moderate,0,GO,169,Unhealthy,419.5005949,1.920206851,Moderate,Unhealthy
United States of America,North Miami Beach,57,1,Good,12,Good,13,,57,Moderate,132.1037431,24.62941522,Good,Moderate
United Kingdom of Great Britain and Northern Ireland,Maidstone,33,0,Good,33,Good,0,GO,27,Good,75.70785726,0.625832967,Good,Good
India,Etawah,171,4,Good,171,Unhealthy,1,GO,170,Unhealthy,445.3533372,-0.254534233,Unhealthy,Unhealthy
Brazil,Jaguarao,22,0,Good,,Good,0,GO,9,Good,19.31571334,3.609351912,Good,Good
Italy,Campobello Di Licata,52,1,Good,31,Good,4,GO,52,Moderate,140.9600867,4.643969007,Good,Moderate
Denmark,Middelfart,38,1,Good,37,Good,1,GO,38,Good,91.43915128,14.74204735,Good,Good
United States of America,Rexburg,41,1,Good,21,Good,3,GO,41,Good,101.7807145,3.53805284,Good,Good
United States of America,Fair Oaks,50,1,Good,28,Good,6,GO,50,Good,116.4892554,17.62091717,Good,Good
France,Pont A Mousson,65,1,Good,23,Good,3,GO,65,Moderate,170.5566557,8.05389341,Good,Moderate
United States of America,Michigan City,41,1,Good,41,Good,3,GO,24,Good,45.33643411,19.43795711,Good,Good
Pakistan,Darya Khan,173,3,Good,149,Unhealthy for Sensitive Groups,0,GO,173,Unhealthy,414.6077274,5.014367397,Unhealthy for Sensitive Groups,Unhealthy
Spain,Ponferrada,20,0,Good,16,Good,3,GO,20,Good,54.85901034,8.284188076,Good,Good
Indonesia,Weleri,81,1001.368367,Good,58,Moderate,0,GO,81,Moderate,211.1141732,5.032954308,Moderate,Moderate
India,Nawalgarh,500,1,Good,33,Good,0,GO,412,Hazardous,1035.244318,15.0497471,Good,Hazardous
India,Gannavaram,94,2,Good,56,Moderate,1,GO,94,Moderate,226.6373036,7.447815826,Moderate,Moderate
India,Ariyalur,44,1,Good,31,Good,0,GO,44,Good,112.0969673,6.178413083,Good,Good
Mexico,Purepero,48,1,Good,5,Good,4,GO,48,Good,124.373209,11.22375429,Good,Good
Japan,Kasumigaura,65,1,Good,22,Good,12,GO,65,Moderate,155.9046445,25.52788018,Good,Moderate
India,Kurali,143,2,Good,143,Unhealthy for Sensitive Groups,1,GO,115,Unhealthy for Sensitive Groups,302.871589,4.169661751,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
China,Sanchazi,39,1001.368367,Good,39,Good,1,GO,37,Good,98.57808328,1.708844659,Good,Good
Paraguay,San Juan Bautista,24,0,Good,20,Good,0,,24,Good,69.02164557,2.840114238,Good,Good
Malaysia,Chaah,81,1,Good,44,Good,0,GO,81,Moderate,211.1736551,6.859593469,Good,Moderate
Peru,Caraz,39,1,Good,0,Good,3,GO,39,Good,93.00399756,4.657854379,Good,Good
Italy,Mercato San Severino,69,1,Good,69,Moderate,0,,54,Moderate,145.4090852,1.608431583,Moderate,Moderate
Germany,Wedel,33,0,Good,33,Good,1,GO,31,Good,87.16358374,-0.617030802,Good,Good
India,Bhikangaon,174,2,Good,32,Good,2,GO,174,Unhealthy,433.8326989,1.38935139,Good,Unhealthy
Madagascar,Beroroha,22,0,Good,22,Good,0,GO,8,Good,27.83130822,-1.753283302,Good,Good
Mexico,Tamuin,55,1,Good,21,Good,2,GO,55,Moderate,140.6152318,-3.504986231,Good,Moderate
Iran (Islamic Republic of),Kermanshah,62,1001.368367,Good,62,Moderate,0,GO,41,Good,89.00591994,-7.315369475,Moderate,Moderate
Brazil,Massape,50,1,Good,13,Good,2,GO,50,Good,130.8830901,8.116341267,Good,Good
Syrian Arab Republic,Aleppo,73,1,Good,48,Good,0,GO,73,Moderate,193.1091945,1.511445551,Good,Moderate
Australia,Canberra,24,0,Good,24,Good,1,GO,11,Good,26.73580424,3.572196217,Good,Good
Brazil,Barras,36,1,Good,5,Good,2,GO,36,Good,86.49386747,0.084676744,Good,Good
Mexico,Tecpan,62,2,Good,9,Good,3,GO,62,Moderate,159.6697474,17.68572324,Good,Moderate
Italy,Sona,83,1,Good,51,Moderate,0,GO,83,Moderate,219.0604357,9.457009894,Moderate,Moderate
Japan,Sano,32,1,Good,32,Good,2,,15,Good,42.81063426,8.783349706,Good,Good
Italy,Carini,49,1,Good,49,Good,2,GO,29,Good,69.02372788,16.74236447,Good,Good
Germany,Hilden,49,1,Good,31,Good,3,GO,49,Good,116.3207239,-4.425716468,Good,Good
Brazil,Andrelandia,41,1,Good,21,Good,0,GO,41,Good,104.282473,-0.376773817,Good,Good
Romania,Ocna Mures,68,1,Good,38,Good,1,GO,68,Moderate,161.1934783,7.431042109,Good,Moderate
Romania,Macin,40,1,Good,40,Good,0,GO,20,Good,51.06562104,-1.405634801,Good,Good
United States of America,Chandler,56,1,Good,10,Good,21,,56,Moderate,166.3558673,44.81455067,Good,Moderate
Kazakhstan,Esil,80,1,Good,27,Good,0,GO,80,Moderate,193.7394604,4.508723084,Good,Moderate
Ethiopia,Fiche,68,1,Good,27,Good,0,GO,68,Moderate,178.244586,-3.096807435,Good,Moderate
Italy,Castelvetro Di Modena,34,1,Good,32,Good,3,GO,34,Good,93.82433316,6.535517824,Good,Good
Sierra Leone,Kabala,37,1,Good,16,Good,0,GO,37,Good,104.7061055,-2.360984956,Good,Good
Bulgaria,Sandanski,55,1001.368367,Good,45,Good,0,GO,55,Moderate,138.3639447,-4.113817116,Good,Moderate
Canada,Collingwood,41,1,Good,30,Good,5,GO,41,Good,94.13597577,10.8523957,Good,Good
Venezuela (Bolivarian Republic of),Mariara,165,4,Good,3,Good,18,,165,Unhealthy,403.112799,38.44288203,Good,Unhealthy
United States of America,Clinton,49,1001.368367,Good,34,Good,4,GO,49,Good,114.2604892,12.62341344,Good,Good
Serbia,Pirot,59,1,Good,36,Good,0,GO,59,Moderate,158.6602571,-4.882175419,Good,Moderate
Finland,Jarvenpaa,35,1,Good,35,Good,1,GO,7,Good,5.627209204,-2.154513041,Good,Good
Brazil,Ribeira Do Pombal,24,0,Good,,Good,1,GO,24,Good,81.44967714,-1.810165853,Good,Good
Spain,Guimar,41,0,Good,41,Good,0,GO,14,Good,35.50133699,2.426988915,Good,Good
Venezuela (Bolivarian Republic of),Carrizal,59,1,Good,34,Good,1,GO,59,Moderate,159.1536894,-4.058814866,Good,Moderate
Indonesia,Bondowoso,47,1,Good,29,Good,0,GO,47,Good,127.4271542,5.260844202,Good,Good
United States of America,Ferguson,76,1,Good,70,Moderate,2,GO,76,Moderate,186.9291194,8.244670402,Moderate,Moderate
India,Lalgudi,54,0,Good,27,Good,0,,54,Moderate,134.4452288,4.601174479,Good,Moderate
Italy,Marcon,63,2,Good,30,Good,7,GO,63,Moderate,155.5964813,6.925659456,Good,Moderate
United States of America,Sherrelwood,42,1,Good,32,Good,4,GO,42,Good,116.3818404,13.57317056,Good,Good
Philippines,Pasacao,53,1,Good,23,Good,0,GO,53,Moderate,130.4337824,0.504274992,Good,Moderate
,Kavaratti,58,0,Good,20,Good,0,GO,58,Moderate,142.7438254,-1.842582835,Good,Moderate
Philippines,Casisang,57,1,Good,9,Good,3,GO,57,Moderate,143.1451363,2.767381168,Good,Moderate
Brazil,Gravata,33,0,Good,,Good,3,GO,33,Good,73.44432981,7.333267676,Good,Good
Poland,Oborniki,35,0,Good,31,Good,1,GO,35,Good,84.42349442,-0.958894086,Good,Good
Brazil,Benjamin Constant,48,1,Good,3,Good,0,,48,Good,119.5572557,2.535935218,Good,Good
Bangladesh,Char Bhadrasan,65,1,Good,32,Good,1,GO,65,Moderate,159.1566181,5.337015467,Good,Moderate
United States of America,New London,42,1,Good,25,Good,10,GO,42,Good,108.0789532,22.47223528,Good,Good
Argentina,Azul,34,0,Good,17,Good,0,GO,34,Good,72.47622905,-3.165425252,Good,Good
Poland,Ostroda,40,1,Good,40,Good,0,GO,19,Good,57.70176422,-1.203278631,Good,Good
Kenya,Machakos,71,1,Good,17,Good,1,GO,71,Moderate,167.2025104,17.58862962,Good,Moderate
United States of America,Richmond Heights,57,1,Good,36,Good,3,GO,57,Moderate,138.6283741,7.550318758,Good,Moderate
United Kingdom of Great Britain and Northern Ireland,Wellingborough,29,0,Good,29,Good,1,GO,22,Good,67.93175688,9.194149769,Good,Good
United Republic of Tanzania,Bunda,31,1,Good,12,Good,0,GO,31,Good,77.43810939,-1.110010096,Good,Good
Brazil,Presidente Epitacio,23,0,Good,19,Good,0,GO,23,Good,55.12263295,-3.03589057,Good,Good
Thailand,Long,26,0,Good,20,Good,0,,26,Good,75.42774674,-0.924522201,Good,Good
Japan,Yubari,27,1,Good,27,Good,2,GO,13,Good,38.43458492,2.419156093,Good,Good
India,Jodhpur,500,0,Good,34,Good,0,GO,378,Hazardous,946.6869162,3.994685971,Good,Hazardous
Romania,Turda,61,1,Good,33,Good,1,GO,61,Moderate,151.1621135,3.888789787,Good,Moderate
United States of America,Frankfort,55,1,Good,39,Good,3,GO,55,Moderate,143.4901445,1.138401335,Good,Moderate
Pakistan,Jaranwala,167,3,Good,148,Unhealthy for Sensitive Groups,1,GO,167,Unhealthy,421.4390936,0.069137967,Unhealthy for Sensitive Groups,Unhealthy
Spain,Cabra,32,1,Good,32,Good,2,GO,32,Good,61.86140504,10.45884734,Good,Good
India,Nokha,256,1,Good,33,Good,2,GO,256,Very Unhealthy,650.0323238,1.363689463,Good,Very Unhealthy
United Kingdom of Great Britain and Northern Ireland,Rotherham,53,1,Good,13,Good,10,GO,53,Moderate,141.2050201,19.72072498,Good,Moderate
Republic of Moldova,Taraclia,41,1,Good,41,Good,0,GO,31,Good,96.59434424,-0.268826751,Good,Good
Italy,Guspini,62,1,Good,62,Moderate,0,GO,22,Good,43.77293429,5.452778022,Moderate,Moderate
Germany,Dusseldorf,53,1,Good,28,Good,6,GO,53,Moderate,136.1048597,16.62440425,Good,Moderate
France,Joinville Le Pont,71,1,Good,,Good,1,GO,71,Moderate,194.7638994,8.850034019,Good,Moderate
Italy,Saluzzo,60,1,Good,20,Good,3,GO,60,Moderate,146.8753017,6.445870871,Good,Moderate
Viet Nam,Bac Giang,179,10,Good,8,Good,22,GO,179,Unhealthy,437.924485,37.06310557,Good,Unhealthy
Democratic Republic of the Congo,Tshikapa,392,23,Good,37,Good,18,GO,392,Hazardous,1002.655612,30.51178069,Good,Hazardous
Russian Federation,Vetluzhskiy,38,1,Good,38,Good,0,,14,Good,43.66746408,9.003282873,Good,Good
Benin,Ouidah,100,2,Good,18,Good,2,GO,100,Unhealthy for Sensitive Groups,260.8502133,10.82249322,Good,Unhealthy for Sensitive Groups
Cuba,Contramaestre,87,1001.368367,Good,38,Good,0,GO,87,Moderate,222.939083,0.818946095,Good,Moderate
France,Sainte Savine,26,1,Good,25,Good,2,,26,Good,69.66770009,14.23167655,Good,Good
United States of America,National City,46,1,Good,36,Good,5,GO,46,Good,104.3502611,13.30616239,Good,Good
United States of America,San Gabriel,112,3,Good,20,Good,24,GO,112,Unhealthy for Sensitive Groups,283.1512324,49.96488134,Good,Unhealthy for Sensitive Groups
United States of America,American Fork,45,1,Good,45,Good,1,GO,41,Good,124.6998453,5.50620183,Good,Good
Poland,Wladyslawowo,34,0,Good,34,Good,0,,25,Good,65.93055195,-0.702659841,Good,Good
Poland,Radzyn Podlaski,42,1,Good,42,Good,0,GO,28,Good,88.61037361,-7.312943266,Good,Good
Peru,Nazca,11,0,Good,10,Good,1,,11,Good,56.72555575,6.820895446,Good,Good
Russian Federation,Baley,32,1,Good,32,Good,0,GO,18,Good,57.37934926,-2.023445193,Good,Good
Philippines,Laguilayan,35,1,Good,23,Good,0,,35,Good,100.3414642,0.858306067,Good,Good
Indonesia,Batu,78,1,Good,35,Good,1,GO,78,Moderate,208.7675999,9.04716145,Good,Moderate
United States of America,Fairbanks,53,1,Good,17,Good,5,GO,53,Moderate,146.1865406,14.78694839,Good,Moderate
France,Agde,47,1,Good,47,Good,0,GO,31,Good,76.4267309,-1.423518781,Good,Good
Hungary,Gyor,59,1,Good,31,Good,3,GO,59,Moderate,123.9372459,11.6365024,Good,Moderate
India,Kunnamangalam,65,1,Good,25,Good,0,GO,65,Moderate,181.1016813,3.949327273,Good,Moderate
United States of America,Eloy,59,1,Good,21,Good,6,,59,Moderate,145.4745837,13.04503564,Good,Moderate
India,Medak,101,1,Good,27,Good,0,,101,Unhealthy for Sensitive Groups,252.3326956,-2.355865172,Good,Unhealthy for Sensitive Groups
Philippines,Guiguinto,71,1,Good,24,Good,1,GO,71,Moderate,175.7006406,-8.975025326,Good,Moderate
Russian Federation,Nezlobnaya,42,1,Good,42,Good,1,GO,33,Good,108.0658582,7.633614617,Good,Good
China,Tungkang,53,1,Good,,Good,11,GO,53,Moderate,140.1355081,16.30359375,Good,Moderate
Germany,Herten,33,1,Good,33,Good,2,GO,29,Good,80.46572677,4.82612163,Good,Good
United States of America,Worthington,44,1,Good,39,Good,1,GO,44,Good,116.3115271,-4.098600752,Good,Good
Malaysia,Kuching,46,1,Good,16,Good,0,GO,46,Good,117.0235746,1.88246309,Good,Good
Dominican Republic,La Vega,150,2,Good,6,Good,14,GO,150,Unhealthy,372.2062467,30.68338287,Good,Unhealthy
United Republic of Tanzania,Kitangari,21,0,Good,21,Good,0,GO,18,Good,56.25228471,8.140389615,Good,Good
Brazil,Aquiraz,32,0,Good,21,Good,0,GO,32,Good,75.78282164,2.42042601,Good,Good
United Republic of Tanzania,Nangomba,36,0,Good,18,Good,0,GO,36,Good,76.19989966,-3.342538161,Good,Good
Malaysia,Petaling Jaya,97,2,Good,48,Good,1,GO,97,Moderate,248.1593111,-2.070207226,Good,Moderate
Thailand,Phanom Sarakham,108,1001.368367,Good,1,Good,13,GO,108,Unhealthy for Sensitive Groups,271.8125168,21.75614236,Good,Unhealthy for Sensitive Groups
Germany,Blaubeuren,50,1,Good,24,Good,5,GO,50,Good,126.225766,8.74183327,Good,Good
Italy,Santa Maria Di Sala,87,2,Good,30,Good,7,,87,Moderate,242.2135065,11.77511008,Good,Moderate
Brazil,Ivaipora,51,1,Good,11,Good,1,GO,51,Moderate,122.5890886,5.33027683,Good,Moderate
Germany,Kamenz,71,1,Good,40,Good,1,GO,71,Moderate,186.904798,2.636059039,Good,Moderate
United States of America,Reedley,56,1001.368367,Good,30,Good,5,GO,56,Moderate,147.1960168,0.271205183,Good,Moderate
India,Mahabaleshwar,79,0,Good,22,Good,0,GO,79,Moderate,208.2244531,2.989860626,Good,Moderate
Bulgaria,Burgas,40,1,Good,40,Good,0,GO,25,Good,81.72748136,7.517487506,Good,Good
Indonesia,Pandegelang,195,8,Good,17,Good,51,MO,195,Unhealthy,488.6432737,105.935337,Good,Unhealthy
India,Devgarh,176,0,Good,,Good,0,,176,Unhealthy,449.2796263,0.495687776,Good,Unhealthy
Italy,Fucecchio,63,1,Good,41,Good,3,GO,63,Moderate,167.1291278,3.858933106,Good,Moderate
Brazil,Boca Do Acre,30,1,Good,5,Good,0,GO,30,Good,93.78357221,1.955123629,Good,Good
Brazil,Farias Brito,24,0,Good,12,Good,1,GO,24,Good,72.58981695,-1.430720004,Good,Good
Azerbaijan,Tovuz,41,1,Good,36,Good,0,GO,41,Good,112.7486499,-2.120630481,Good,Good
Italy,Borgosesia,65,1001.368367,Good,,Good,5,GO,65,Moderate,162.5294751,15.6557335,Good,Moderate
Germany,Oschersleben,55,1,Good,28,Good,4,GO,55,Moderate,150.3262983,6.566055643,Good,Moderate
Romania,Calafat,64,1,Good,43,Good,1,,64,Moderate,166.2540868,7.76273927,Good,Moderate
United States of America,Sapulpa,71,1,Good,31,Good,2,,71,Moderate,183.1215091,7.107147891,Good,Moderate
France,Sens,35,1,Good,26,Good,2,GO,35,Good,98.42950809,9.293122768,Good,Good
Benin,Allada,79,1001.368367,Good,18,Good,2,GO,79,Moderate,177.2416831,10.13325004,Good,Moderate
Belgium,Braine Le Comte,53,1,Good,25,Good,5,GO,53,Moderate,148.1394099,16.21997596,Good,Moderate
United States of America,Essex,32,1,Good,32,Good,6,GO,30,Good,88.10530763,17.62954002,Good,Good
Japan,Takaishi,43,1,Good,39,Good,3,GO,43,Good,110.7747563,16.29924517,Good,Good
United States of America,Phoenixville,68,1,Good,31,Good,7,GO,68,Moderate,194.1217805,8.309945052,Good,Moderate
Iran (Islamic Republic of),Salmas,82,1001.368367,Good,41,Good,0,GO,82,Moderate,225.344821,3.364786648,Good,Moderate
New Zealand,Taupo,18,0,Good,15,Good,0,GO,18,Good,47.6472609,1.833529959,Good,Good
Brazil,Ouro Branco,63,2,Good,3,Good,6,GO,63,Moderate,144.3920042,10.22570564,Good,Moderate
Brazil,Taiobeiras,19,0,Good,7,Good,1,GO,19,Good,73.04514889,-2.818674853,Good,Good
China,Laizhou,124,5,Good,124,Unhealthy for Sensitive Groups,7,GO,111,Unhealthy for Sensitive Groups,285.1739231,18.359605,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Sweden,Boden,32,1,Good,32,Good,0,GO,6,Good,2.646892964,2.039733902,Good,Good
United States of America,Connersville,60,1001.368367,Good,24,Good,12,GO,60,Moderate,143.0453028,27.87772146,Good,Moderate
India,Tarn Taran,143,2,Good,143,Unhealthy for Sensitive Groups,1,GO,142,Unhealthy for Sensitive Groups,358.0645425,-3.133472822,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
India,Parvatsar,223,1,Good,36,Good,0,,223,Very Unhealthy,553.9840817,7.291809401,Good,Very Unhealthy
France,Calais,31,0,Good,31,Good,1,GO,28,Good,67.66517933,-3.840193864,Good,Good
Venezuela (Bolivarian Republic of),Valera,54,1,Good,21,Good,0,GO,54,Moderate,140.9893379,-1.333056561,Good,Moderate
India,Tarakeswar,199,3,Good,96,Moderate,3,GO,199,Unhealthy,505.7450432,7.695325576,Moderate,Unhealthy
